k;b;psi_s;phi;Sr_l;Sr_g
1.381348E-13;3.644531E+00;-1.903320E-01;4.170898E-01;1.145996E-01;1.854980E-01
6.131348E-13;5.644531E+00;-4.403320E-01;4.670898E-01;1.895996E-01;1.104980E-01
3.756348E-13;6.644531E+00;-3.153320E-01;4.920898E-01;7.709961E-02;7.299805E-02
8.506348E-13;4.644531E+00;-5.653320E-01;4.420898E-01;1.520996E-01;1.479980E-01
2.568848E-13;5.144531E+00;-5.028320E-01;4.795898E-01;1.708496E-01;1.667480E-01
7.318848E-13;3.144531E+00;-2.528320E-01;4.295898E-01;9.584961E-02;9.174805E-02
4.943848E-13;4.144531E+00;-3.778320E-01;4.045898E-01;1.333496E-01;5.424805E-02
9.693848E-13;6.144531E+00;-1.278320E-01;4.545898E-01;5.834961E-02;1.292480E-01
1.084473E-13;4.269531E+00;-5.809570E-01;4.264648E-01;7.241211E-02;1.620605E-01
5.834473E-13;6.269531E+00;-3.309570E-01;4.764648E-01;1.474121E-01;8.706055E-02
3.459473E-13;5.269531E+00;-4.559570E-01;4.514648E-01;1.099121E-01;1.245605E-01
8.209473E-13;3.269531E+00;-2.059570E-01;4.014648E-01;1.849121E-01;1.995605E-01
2.271973E-13;6.769531E+00;-1.434570E-01;4.639648E-01;1.286621E-01;1.433105E-01
7.021973E-13;4.769531E+00;-3.934570E-01;4.139648E-01;5.366211E-02;6.831055E-02
4.646973E-13;3.769531E+00;-2.684570E-01;4.389648E-01;1.661621E-01;1.058105E-01
9.396973E-13;5.769531E+00;-5.184570E-01;4.889648E-01;9.116211E-02;1.808105E-01
1.678223E-13;5.519531E+00;-2.372070E-01;4.077148E-01;6.303711E-02;1.526855E-01
6.428223E-13;3.519531E+00;-4.872070E-01;4.577148E-01;1.380371E-01;7.768555E-02
4.053223E-13;4.519531E+00;-1.122070E-01;4.827148E-01;1.005371E-01;1.151855E-01
8.803223E-13;6.519531E+00;-3.622070E-01;4.327148E-01;1.755371E-01;1.901855E-01
2.865723E-13;3.019531E+00;-4.247070E-01;4.952148E-01;1.567871E-01;1.339355E-01
7.615723E-13;5.019531E+00;-1.747070E-01;4.452148E-01;8.178711E-02;5.893555E-02
5.240723E-13;6.019531E+00;-5.497070E-01;4.202148E-01;1.942871E-01;9.643555E-02
9.990723E-13;4.019531E+00;-2.997070E-01;4.702148E-01;1.192871E-01;1.714355E-01
5.046387E-14;5.509766E+00;-3.990723E-01;4.354980E-01;6.955566E-02;1.110107E-01
5.254639E-13;3.509766E+00;-1.490723E-01;4.854980E-01;1.445557E-01;1.860107E-01
2.879639E-13;4.509766E+00;-5.240723E-01;4.604980E-01;1.070557E-01;1.485107E-01
7.629639E-13;6.509766E+00;-2.740723E-01;4.104980E-01;1.820557E-01;7.351074E-02
1.692139E-13;3.009766E+00;-3.365723E-01;4.729980E-01;1.258057E-01;9.226074E-02
6.442139E-13;5.009766E+00;-5.865723E-01;4.229980E-01;5.080566E-02;1.672607E-01
4.067139E-13;6.009766E+00;-2.115723E-01;4.479980E-01;1.633057E-01;1.297607E-01
8.817139E-13;4.009766E+00;-4.615723E-01;4.979980E-01;8.830566E-02;5.476074E-02
1.098389E-13;4.259766E+00;-1.803223E-01;4.042480E-01;6.018066E-02;1.203857E-01
5.848389E-13;6.259766E+00;-4.303223E-01;4.542480E-01;1.351807E-01;1.953857E-01
3.473389E-13;5.259766E+00;-3.053223E-01;4.792480E-01;9.768066E-02;1.578857E-01
8.223389E-13;3.259766E+00;-5.553223E-01;4.292480E-01;1.726807E-01;8.288574E-02
2.285889E-13;6.759766E+00;-4.928223E-01;4.917480E-01;1.539307E-01;1.016357E-01
7.035889E-13;4.759766E+00;-2.428223E-01;4.417480E-01;7.893066E-02;1.766357E-01
4.660889E-13;3.759766E+00;-3.678223E-01;4.167480E-01;1.914307E-01;1.391357E-01
9.410889E-13;5.759766E+00;-1.178223E-01;4.667480E-01;1.164307E-01;6.413574E-02
8.015137E-14;3.634766E+00;-5.709473E-01;4.386230E-01;1.023682E-01;6.882324E-02
5.551514E-13;5.634766E+00;-3.209473E-01;4.886230E-01;1.773682E-01;1.438232E-01
3.176514E-13;6.634766E+00;-4.459473E-01;4.636230E-01;6.486816E-02;1.813232E-01
7.926514E-13;4.634766E+00;-1.959473E-01;4.136230E-01;1.398682E-01;1.063232E-01
1.989014E-13;5.134766E+00;-1.334473E-01;4.511230E-01;1.961182E-01;5.007324E-02
6.739014E-13;3.134766E+00;-3.834473E-01;4.011230E-01;1.211182E-01;1.250732E-01
4.364014E-13;4.134766E+00;-2.584473E-01;4.261230E-01;1.586182E-01;1.625732E-01
9.114014E-13;6.134766E+00;-5.084473E-01;4.761230E-01;8.361816E-02;8.757324E-02
1.395264E-13;6.384766E+00;-2.271973E-01;4.198730E-01;1.117432E-01;7.819824E-02
6.145264E-13;4.384766E+00;-4.771973E-01;4.698730E-01;1.867432E-01;1.531982E-01
3.770264E-13;3.384766E+00;-1.021973E-01;4.948730E-01;7.424316E-02;1.906982E-01
8.520264E-13;5.384766E+00;-3.521973E-01;4.448730E-01;1.492432E-01;1.156982E-01
2.582764E-13;4.884766E+00;-4.146973E-01;4.823730E-01;1.679932E-01;5.944824E-02
7.332764E-13;6.884766E+00;-1.646973E-01;4.323730E-01;9.299316E-02;1.344482E-01
4.957764E-13;5.884766E+00;-5.396973E-01;4.073730E-01;1.304932E-01;1.719482E-01
9.707764E-13;3.884766E+00;-2.896973E-01;4.573730E-01;5.549316E-02;9.694824E-02
6.530762E-14;4.697266E+00;-3.131348E-01;4.964355E-01;1.890869E-01;1.274170E-01
5.403076E-13;6.697266E+00;-5.631348E-01;4.464355E-01;1.140869E-01;5.241699E-02
3.028076E-13;5.697266E+00;-1.881348E-01;4.214355E-01;1.515869E-01;8.991699E-02
7.778076E-13;3.697266E+00;-4.381348E-01;4.714355E-01;7.658691E-02;1.649170E-01
1.840576E-13;6.197266E+00;-3.756348E-01;4.089355E-01;9.533691E-02;1.461670E-01
6.590576E-13;4.197266E+00;-1.256348E-01;4.589355E-01;1.703369E-01;7.116699E-02
4.215576E-13;3.197266E+00;-5.006348E-01;4.839355E-01;5.783691E-02;1.086670E-01
8.965576E-13;5.197266E+00;-2.506348E-01;4.339355E-01;1.328369E-01;1.836670E-01
1.246826E-13;5.447266E+00;-5.318848E-01;4.651855E-01;1.797119E-01;1.367920E-01
5.996826E-13;3.447266E+00;-2.818848E-01;4.151855E-01;1.047119E-01;6.179199E-02
3.621826E-13;4.447266E+00;-4.068848E-01;4.401855E-01;1.422119E-01;9.929199E-02
8.371826E-13;6.447266E+00;-1.568848E-01;4.901855E-01;6.721191E-02;1.742920E-01
2.434326E-13;3.947266E+00;-2.193848E-01;4.276855E-01;1.234619E-01;1.555420E-01
7.184326E-13;5.947266E+00;-4.693848E-01;4.776855E-01;1.984619E-01;8.054199E-02
4.809326E-13;6.947266E+00;-3.443848E-01;4.526855E-01;8.596191E-02;1.180420E-01
9.559326E-13;4.947266E+00;-5.943848E-01;4.026855E-01;1.609619E-01;1.930420E-01
9.499512E-14;6.572266E+00;-1.100098E-01;4.808105E-01;1.375244E-01;1.696045E-01
5.699951E-13;4.572266E+00;-3.600098E-01;4.308105E-01;6.252441E-02;9.460449E-02
3.324951E-13;3.572266E+00;-2.350098E-01;4.058105E-01;1.750244E-01;5.710449E-02
8.074951E-13;5.572266E+00;-4.850098E-01;4.558105E-01;1.000244E-01;1.321045E-01
2.137451E-13;4.072266E+00;-5.475098E-01;4.183105E-01;8.127441E-02;1.883545E-01
6.887451E-13;6.072266E+00;-2.975098E-01;4.683105E-01;1.562744E-01;1.133545E-01
4.512451E-13;5.072266E+00;-4.225098E-01;4.933105E-01;1.187744E-01;7.585449E-02
9.262451E-13;3.072266E+00;-1.725098E-01;4.433105E-01;1.937744E-01;1.508545E-01
1.543701E-13;3.322266E+00;-4.537598E-01;4.620605E-01;1.468994E-01;1.789795E-01
6.293701E-13;5.322266E+00;-2.037598E-01;4.120605E-01;7.189941E-02;1.039795E-01
3.918701E-13;6.322266E+00;-5.787598E-01;4.370605E-01;1.843994E-01;6.647949E-02
8.668701E-13;4.322266E+00;-3.287598E-01;4.870605E-01;1.093994E-01;1.414795E-01
2.731201E-13;5.822266E+00;-2.662598E-01;4.495605E-01;5.314941E-02;1.977295E-01
7.481201E-13;3.822266E+00;-5.162598E-01;4.995605E-01;1.281494E-01;1.227295E-01
5.106201E-13;4.822266E+00;-1.412598E-01;4.745605E-01;9.064941E-02;8.522949E-02
9.856201E-13;6.822266E+00;-3.912598E-01;4.245605E-01;1.656494E-01;1.602295E-01
5.788574E-14;3.166016E+00;-1.607910E-01;4.222168E-01;1.785400E-01;1.028076E-01
5.328857E-13;5.166016E+00;-4.107910E-01;4.722168E-01;1.035400E-01;1.778076E-01
2.953857E-13;6.166016E+00;-2.857910E-01;4.972168E-01;1.410400E-01;1.403076E-01
7.703857E-13;4.166016E+00;-5.357910E-01;4.472168E-01;6.604004E-02;6.530762E-02
1.766357E-13;5.666016E+00;-5.982910E-01;4.847168E-01;1.222900E-01;1.215576E-01
6.516357E-13;3.666016E+00;-3.482910E-01;4.347168E-01;1.972900E-01;1.965576E-01
4.141357E-13;4.666016E+00;-4.732910E-01;4.097168E-01;8.479004E-02;1.590576E-01
8.891357E-13;6.666016E+00;-2.232910E-01;4.597168E-01;1.597900E-01;8.405762E-02
1.172607E-13;6.916016E+00;-4.420410E-01;4.409668E-01;1.879150E-01;9.343262E-02
5.922607E-13;4.916016E+00;-1.920410E-01;4.909668E-01;1.129150E-01;1.684326E-01
3.547607E-13;3.916016E+00;-5.670410E-01;4.659668E-01;1.504150E-01;1.309326E-01
8.297607E-13;5.916016E+00;-3.170410E-01;4.159668E-01;7.541504E-02;5.593262E-02
2.360107E-13;4.416016E+00;-2.545410E-01;4.534668E-01;9.416504E-02;1.121826E-01
7.110107E-13;6.416016E+00;-5.045410E-01;4.034668E-01;1.691650E-01;1.871826E-01
4.735107E-13;5.416016E+00;-1.295410E-01;4.284668E-01;5.666504E-02;1.496826E-01
9.485107E-13;3.416016E+00;-3.795410E-01;4.784668E-01;1.316650E-01;7.468262E-02
8.757324E-14;5.041016E+00;-3.326660E-01;4.003418E-01;1.457275E-01;6.062012E-02
5.625732E-13;3.041016E+00;-5.826660E-01;4.503418E-01;7.072754E-02;1.356201E-01
3.250732E-13;4.041016E+00;-2.076660E-01;4.753418E-01;1.832275E-01;1.731201E-01
8.000732E-13;6.041016E+00;-4.576660E-01;4.253418E-01;1.082275E-01;9.812012E-02
2.063232E-13;3.541016E+00;-3.951660E-01;4.878418E-01;5.197754E-02;7.937012E-02
6.813232E-13;5.541016E+00;-1.451660E-01;4.378418E-01;1.269775E-01;1.543701E-01
4.438232E-13;6.541016E+00;-5.201660E-01;4.128418E-01;8.947754E-02;1.918701E-01
9.188232E-13;4.541016E+00;-2.701660E-01;4.628418E-01;1.644775E-01;1.168701E-01
1.469482E-13;4.791016E+00;-4.889160E-01;4.315918E-01;1.363525E-01;5.124512E-02
6.219482E-13;6.791016E+00;-2.389160E-01;4.815918E-01;6.135254E-02;1.262451E-01
3.844482E-13;5.791016E+00;-3.639160E-01;4.565918E-01;1.738525E-01;1.637451E-01
8.594482E-13;3.791016E+00;-1.139160E-01;4.065918E-01;9.885254E-02;8.874512E-02
2.656982E-13;6.291016E+00;-1.764160E-01;4.690918E-01;8.010254E-02;6.999512E-02
7.406982E-13;4.291016E+00;-4.264160E-01;4.190918E-01;1.551025E-01;1.449951E-01
5.031982E-13;3.291016E+00;-3.014160E-01;4.440918E-01;1.176025E-01;1.824951E-01
9.781982E-13;5.291016E+00;-5.514160E-01;4.940918E-01;1.926025E-01;1.074951E-01
7.272949E-14;6.103516E+00;-5.592285E-01;4.581543E-01;6.369629E-02;1.567139E-01
5.477295E-13;4.103516E+00;-3.092285E-01;4.081543E-01;1.386963E-01;8.171387E-02
3.102295E-13;3.103516E+00;-4.342285E-01;4.331543E-01;1.011963E-01;1.192139E-01
7.852295E-13;5.103516E+00;-1.842285E-01;4.831543E-01;1.761963E-01;1.942139E-01
1.914795E-13;4.603516E+00;-1.217285E-01;4.456543E-01;1.574463E-01;1.379639E-01
6.664795E-13;6.603516E+00;-3.717285E-01;4.956543E-01;8.244629E-02;6.296387E-02
4.289795E-13;5.603516E+00;-2.467285E-01;4.706543E-01;1.949463E-01;1.004639E-01
9.039795E-13;3.603516E+00;-4.967285E-01;4.206543E-01;1.199463E-01;1.754639E-01
1.321045E-13;3.853516E+00;-2.779785E-01;4.769043E-01;7.307129E-02;1.473389E-01
6.071045E-13;5.853516E+00;-5.279785E-01;4.269043E-01;1.480713E-01;7.233887E-02
3.696045E-13;6.853516E+00;-1.529785E-01;4.019043E-01;1.105713E-01;1.098389E-01
8.446045E-13;4.853516E+00;-4.029785E-01;4.519043E-01;1.855713E-01;1.848389E-01
2.508545E-13;5.353516E+00;-4.654785E-01;4.144043E-01;1.293213E-01;1.285889E-01
7.258545E-13;3.353516E+00;-2.154785E-01;4.644043E-01;5.432129E-02;5.358887E-02
4.883545E-13;4.353516E+00;-5.904785E-01;4.894043E-01;1.668213E-01;9.108887E-02
9.633545E-13;6.353516E+00;-3.404785E-01;4.394043E-01;9.182129E-02;1.660889E-01
1.024170E-13;4.228516E+00;-3.561035E-01;4.675293E-01;1.152588E-01;1.989014E-01
5.774170E-13;6.228516E+00;-1.061035E-01;4.175293E-01;1.902588E-01;1.239014E-01
3.399170E-13;5.228516E+00;-4.811035E-01;4.425293E-01;7.775879E-02;8.640137E-02
8.149170E-13;3.228516E+00;-2.311035E-01;4.925293E-01;1.527588E-01;1.614014E-01
2.211670E-13;6.728516E+00;-2.936035E-01;4.300293E-01;1.715088E-01;1.801514E-01
6.961670E-13;4.728516E+00;-5.436035E-01;4.800293E-01;9.650879E-02;1.051514E-01
4.586670E-13;3.728516E+00;-1.686035E-01;4.550293E-01;1.340088E-01;6.765137E-02
9.336670E-13;5.728516E+00;-4.186035E-01;4.050293E-01;5.900879E-02;1.426514E-01
1.617920E-13;5.978516E+00;-1.998535E-01;4.987793E-01;1.058838E-01;1.895264E-01
6.367920E-13;3.978516E+00;-4.498535E-01;4.487793E-01;1.808838E-01;1.145264E-01
3.992920E-13;4.978516E+00;-3.248535E-01;4.237793E-01;6.838379E-02;7.702637E-02
8.742920E-13;6.978516E+00;-5.748535E-01;4.737793E-01;1.433838E-01;1.520264E-01
2.805420E-13;3.478516E+00;-5.123535E-01;4.112793E-01;1.996338E-01;1.707764E-01
7.555420E-13;5.478516E+00;-2.623535E-01;4.612793E-01;1.246338E-01;9.577637E-02
5.180420E-13;6.478516E+00;-3.873535E-01;4.862793E-01;1.621338E-01;5.827637E-02
9.930420E-13;4.478516E+00;-1.373535E-01;4.362793E-01;8.713379E-02;1.332764E-01
5.417480E-14;4.494141E+00;-5.182129E-01;4.788574E-01;1.510010E-01;7.878418E-02
5.291748E-13;6.494141E+00;-2.682129E-01;4.288574E-01;7.600098E-02;1.537842E-01
2.916748E-13;5.494141E+00;-3.932129E-01;4.038574E-01;1.885010E-01;1.912842E-01
7.666748E-13;3.494141E+00;-1.432129E-01;4.538574E-01;1.135010E-01;1.162842E-01
1.729248E-13;6.994141E+00;-2.057129E-01;4.163574E-01;5.725098E-02;6.003418E-02
6.479248E-13;4.994141E+00;-4.557129E-01;4.663574E-01;1.322510E-01;1.350342E-01
4.104248E-13;3.994141E+00;-3.307129E-01;4.913574E-01;9.475098E-02;1.725342E-01
8.854248E-13;5.994141E+00;-5.807129E-01;4.413574E-01;1.697510E-01;9.753418E-02
1.135498E-13;5.744141E+00;-2.994629E-01;4.601074E-01;1.416260E-01;6.940918E-02
5.885498E-13;3.744141E+00;-5.494629E-01;4.101074E-01;6.662598E-02;1.444092E-01
3.510498E-13;4.744141E+00;-1.744629E-01;4.351074E-01;1.791260E-01;1.819092E-01
8.260498E-13;6.744141E+00;-4.244629E-01;4.851074E-01;1.041260E-01;1.069092E-01
2.322998E-13;3.244141E+00;-3.619629E-01;4.476074E-01;8.537598E-02;5.065918E-02
7.072998E-13;5.244141E+00;-1.119629E-01;4.976074E-01;1.603760E-01;1.256592E-01
4.697998E-13;6.244141E+00;-4.869629E-01;4.726074E-01;1.228760E-01;1.631592E-01
9.447998E-13;4.244141E+00;-2.369629E-01;4.226074E-01;1.978760E-01;8.815918E-02
8.386230E-14;6.369141E+00;-4.713379E-01;4.944824E-01;1.744385E-01;1.209717E-01
5.588623E-13;4.369141E+00;-2.213379E-01;4.444824E-01;9.943848E-02;1.959717E-01
3.213623E-13;3.369141E+00;-5.963379E-01;4.194824E-01;1.369385E-01;1.584717E-01
7.963623E-13;5.369141E+00;-3.463379E-01;4.694824E-01;6.193848E-02;8.347168E-02
2.026123E-13;4.869141E+00;-2.838379E-01;4.069824E-01;1.181885E-01;1.022217E-01
6.776123E-13;6.869141E+00;-5.338379E-01;4.569824E-01;1.931885E-01;1.772217E-01
4.401123E-13;5.869141E+00;-1.588379E-01;4.819824E-01;8.068848E-02;1.397217E-01
9.151123E-13;3.869141E+00;-4.088379E-01;4.319824E-01;1.556885E-01;6.472168E-02
1.432373E-13;3.619141E+00;-1.275879E-01;4.632324E-01;1.838135E-01;1.115967E-01
6.182373E-13;5.619141E+00;-3.775879E-01;4.132324E-01;1.088135E-01;1.865967E-01
3.807373E-13;6.619141E+00;-2.525879E-01;4.382324E-01;1.463135E-01;1.490967E-01
8.557373E-13;4.619141E+00;-5.025879E-01;4.882324E-01;7.131348E-02;7.409668E-02
2.619873E-13;5.119141E+00;-5.650879E-01;4.257324E-01;9.006348E-02;9.284668E-02
7.369873E-13;3.119141E+00;-3.150879E-01;4.757324E-01;1.650635E-01;1.678467E-01
4.994873E-13;4.119141E+00;-4.400879E-01;4.507324E-01;5.256348E-02;1.303467E-01
9.744873E-13;6.119141E+00;-1.900879E-01;4.007324E-01;1.275635E-01;5.534668E-02
6.901855E-14;5.306641E+00;-1.666504E-01;4.397949E-01;1.064697E-01;1.795654E-01
5.440186E-13;3.306641E+00;-4.166504E-01;4.897949E-01;1.814697E-01;1.045654E-01
3.065186E-13;4.306641E+00;-2.916504E-01;4.647949E-01;6.896973E-02;6.706543E-02
7.815186E-13;6.306641E+00;-5.416504E-01;4.147949E-01;1.439697E-01;1.420654E-01
1.877686E-13;3.806641E+00;-4.791504E-01;4.522949E-01;1.627197E-01;1.983154E-01
6.627686E-13;5.806641E+00;-2.291504E-01;4.022949E-01;8.771973E-02;1.233154E-01
4.252686E-13;6.806641E+00;-3.541504E-01;4.272949E-01;1.252197E-01;8.581543E-02
9.002686E-13;4.806641E+00;-1.041504E-01;4.772949E-01;5.021973E-02;1.608154E-01
1.283936E-13;4.556641E+00;-3.854004E-01;4.210449E-01;9.709473E-02;1.701904E-01
6.033936E-13;6.556641E+00;-1.354004E-01;4.710449E-01;1.720947E-01;9.519043E-02
3.658936E-13;5.556641E+00;-5.104004E-01;4.960449E-01;5.959473E-02;5.769043E-02
8.408936E-13;3.556641E+00;-2.604004E-01;4.460449E-01;1.345947E-01;1.326904E-01
2.471436E-13;6.056641E+00;-3.229004E-01;4.835449E-01;1.908447E-01;1.889404E-01
7.221436E-13;4.056641E+00;-5.729004E-01;4.335449E-01;1.158447E-01;1.139404E-01
4.846436E-13;3.056641E+00;-1.979004E-01;4.085449E-01;1.533447E-01;7.644043E-02
9.596436E-13;5.056641E+00;-4.479004E-01;4.585449E-01;7.834473E-02;1.514404E-01
9.870605E-14;3.431641E+00;-2.447754E-01;4.366699E-01;6.428223E-02;1.373779E-01
5.737061E-13;5.431641E+00;-4.947754E-01;4.866699E-01;1.392822E-01;6.237793E-02
3.362061E-13;6.431641E+00;-1.197754E-01;4.616699E-01;1.017822E-01;9.987793E-02
8.112061E-13;4.431641E+00;-3.697754E-01;4.116699E-01;1.767822E-01;1.748779E-01
2.174561E-13;5.931641E+00;-4.322754E-01;4.741699E-01;1.580322E-01;1.561279E-01
6.924561E-13;3.931641E+00;-1.822754E-01;4.241699E-01;8.303223E-02;8.112793E-02
4.549561E-13;4.931641E+00;-5.572754E-01;4.491699E-01;1.955322E-01;1.186279E-01
9.299561E-13;6.931641E+00;-3.072754E-01;4.991699E-01;1.205322E-01;1.936279E-01
1.580811E-13;6.681641E+00;-5.885254E-01;4.054199E-01;7.365723E-02;1.280029E-01
6.330811E-13;4.681641E+00;-3.385254E-01;4.554199E-01;1.486572E-01;5.300293E-02
3.955811E-13;3.681641E+00;-4.635254E-01;4.804199E-01;1.111572E-01;9.050293E-02
8.705811E-13;5.681641E+00;-2.135254E-01;4.304199E-01;1.861572E-01;1.655029E-01
2.768311E-13;4.181641E+00;-1.510254E-01;4.929199E-01;1.299072E-01;1.467529E-01
7.518311E-13;6.181641E+00;-4.010254E-01;4.429199E-01;5.490723E-02;7.175293E-02
5.143311E-13;5.181641E+00;-2.760254E-01;4.179199E-01;1.674072E-01;1.092529E-01
9.893311E-13;3.181641E+00;-5.260254E-01;4.679199E-01;9.240723E-02;1.842529E-01
6.159668E-14;6.837891E+00;-2.564941E-01;4.671387E-01;1.006104E-01;5.183105E-02
5.365967E-13;4.837891E+00;-5.064941E-01;4.171387E-01;1.756104E-01;1.268311E-01
2.990967E-13;3.837891E+00;-1.314941E-01;4.421387E-01;6.311035E-02;1.643311E-01
7.740967E-13;5.837891E+00;-3.814941E-01;4.921387E-01;1.381104E-01;8.933105E-02
1.803467E-13;4.337891E+00;-4.439941E-01;4.296387E-01;1.943604E-01;7.058105E-02
6.553467E-13;6.337891E+00;-1.939941E-01;4.796387E-01;1.193604E-01;1.455811E-01
4.178467E-13;5.337891E+00;-5.689941E-01;4.546387E-01;1.568604E-01;1.830811E-01
8.928467E-13;3.337891E+00;-3.189941E-01;4.046387E-01;8.186035E-02;1.080811E-01
1.209717E-13;3.087891E+00;-5.377441E-01;4.983887E-01;1.099854E-01;6.120605E-02
5.959717E-13;5.087891E+00;-2.877441E-01;4.483887E-01;1.849854E-01;1.362061E-01
3.584717E-13;6.087891E+00;-4.127441E-01;4.233887E-01;7.248535E-02;1.737061E-01
8.334717E-13;4.087891E+00;-1.627441E-01;4.733887E-01;1.474854E-01;9.870605E-02
2.397217E-13;5.587891E+00;-1.002441E-01;4.108887E-01;1.662354E-01;7.995605E-02
7.147217E-13;3.587891E+00;-3.502441E-01;4.608887E-01;9.123535E-02;1.549561E-01
4.772217E-13;4.587891E+00;-2.252441E-01;4.858887E-01;1.287354E-01;1.924561E-01
9.522217E-13;6.587891E+00;-4.752441E-01;4.358887E-01;5.373535E-02;1.174561E-01
9.128418E-14;4.962891E+00;-2.096191E-01;4.577637E-01;7.717285E-02;9.401855E-02
5.662842E-13;6.962891E+00;-4.596191E-01;4.077637E-01;1.521729E-01;1.690186E-01
3.287842E-13;5.962891E+00;-3.346191E-01;4.327637E-01;1.146729E-01;1.315186E-01
8.037842E-13;3.962891E+00;-5.846191E-01;4.827637E-01;1.896729E-01;5.651855E-02
2.100342E-13;6.462891E+00;-5.221191E-01;4.452637E-01;1.334229E-01;1.127686E-01
6.850342E-13;4.462891E+00;-2.721191E-01;4.952637E-01;5.842285E-02;1.877686E-01
4.475342E-13;3.462891E+00;-3.971191E-01;4.702637E-01;1.709229E-01;1.502686E-01
9.225342E-13;5.462891E+00;-1.471191E-01;4.202637E-01;9.592285E-02;7.526855E-02
1.506592E-13;5.212891E+00;-3.658691E-01;4.765137E-01;6.779785E-02;1.033936E-01
6.256592E-13;3.212891E+00;-1.158691E-01;4.265137E-01;1.427979E-01;1.783936E-01
3.881592E-13;4.212891E+00;-4.908691E-01;4.015137E-01;1.052979E-01;1.408936E-01
8.631592E-13;6.212891E+00;-2.408691E-01;4.515137E-01;1.802979E-01;6.589355E-02
2.694092E-13;3.712891E+00;-3.033691E-01;4.140137E-01;1.615479E-01;1.221436E-01
7.444092E-13;5.712891E+00;-5.533691E-01;4.640137E-01;8.654785E-02;1.971436E-01
5.069092E-13;6.712891E+00;-1.783691E-01;4.890137E-01;1.990479E-01;1.596436E-01
9.819092E-13;4.712891E+00;-4.283691E-01;4.390137E-01;1.240479E-01;8.464355E-02
7.644043E-14;3.900391E+00;-4.205566E-01;4.030762E-01;1.404541E-01;1.901123E-01
5.514404E-13;5.900391E+00;-1.705566E-01;4.530762E-01;6.545410E-02;1.151123E-01
3.139404E-13;6.900391E+00;-5.455566E-01;4.780762E-01;1.779541E-01;7.761230E-02
7.889404E-13;4.900391E+00;-2.955566E-01;4.280762E-01;1.029541E-01;1.526123E-01
1.951904E-13;5.400391E+00;-2.330566E-01;4.905762E-01;8.420410E-02;1.713623E-01
6.701904E-13;3.400391E+00;-4.830566E-01;4.405762E-01;1.592041E-01;9.636230E-02
4.326904E-13;4.400391E+00;-1.080566E-01;4.155762E-01;1.217041E-01;5.886230E-02
9.076904E-13;6.400391E+00;-3.580566E-01;4.655762E-01;1.967041E-01;1.338623E-01
1.358154E-13;6.150391E+00;-1.393066E-01;4.343262E-01;1.498291E-01;1.994873E-01
6.108154E-13;4.150391E+00;-3.893066E-01;4.843262E-01;7.482910E-02;1.244873E-01
3.733154E-13;3.150391E+00;-2.643066E-01;4.593262E-01;1.873291E-01;8.698730E-02
8.483154E-13;5.150391E+00;-5.143066E-01;4.093262E-01;1.123291E-01;1.619873E-01
2.545654E-13;4.650391E+00;-5.768066E-01;4.718262E-01;5.607910E-02;1.807373E-01
7.295654E-13;6.650391E+00;-3.268066E-01;4.218262E-01;1.310791E-01;1.057373E-01
4.920654E-13;5.650391E+00;-4.518066E-01;4.468262E-01;9.357910E-02;6.823730E-02
9.670654E-13;3.650391E+00;-2.018066E-01;4.968262E-01;1.685791E-01;1.432373E-01
1.061279E-13;5.775391E+00;-4.986816E-01;4.249512E-01;1.826416E-01;1.479248E-01
5.811279E-13;3.775391E+00;-2.486816E-01;4.749512E-01;1.076416E-01;7.292480E-02
3.436279E-13;4.775391E+00;-3.736816E-01;4.999512E-01;1.451416E-01;1.104248E-01
8.186279E-13;6.775391E+00;-1.236816E-01;4.499512E-01;7.014160E-02;1.854248E-01
2.248779E-13;3.275391E+00;-1.861816E-01;4.874512E-01;8.889160E-02;1.291748E-01
6.998779E-13;5.275391E+00;-4.361816E-01;4.374512E-01;1.638916E-01;5.417480E-02
4.623779E-13;6.275391E+00;-3.111816E-01;4.124512E-01;5.139160E-02;9.167480E-02
9.373779E-13;4.275391E+00;-5.611816E-01;4.624512E-01;1.263916E-01;1.666748E-01
1.655029E-13;4.025391E+00;-3.424316E-01;4.437012E-01;1.732666E-01;1.572998E-01
6.405029E-13;6.025391E+00;-5.924316E-01;4.937012E-01;9.826660E-02;8.229980E-02
4.030029E-13;5.025391E+00;-2.174316E-01;4.687012E-01;1.357666E-01;1.197998E-01
8.780029E-13;3.025391E+00;-4.674316E-01;4.187012E-01;6.076660E-02;1.947998E-01
2.842529E-13;6.525391E+00;-4.049316E-01;4.562012E-01;1.170166E-01;1.385498E-01
7.592529E-13;4.525391E+00;-1.549316E-01;4.062012E-01;1.920166E-01;6.354980E-02
5.217529E-13;3.525391E+00;-5.299316E-01;4.312012E-01;7.951660E-02;1.010498E-01
9.967529E-13;5.525391E+00;-2.799316E-01;4.812012E-01;1.545166E-01;1.760498E-01
5.231934E-14;3.501953E+00;-3.219238E-01;4.505371E-01;1.214111E-01;1.675537E-01
5.273193E-13;5.501953E+00;-5.719238E-01;4.005371E-01;1.964111E-01;9.255371E-02
2.898193E-13;6.501953E+00;-1.969238E-01;4.255371E-01;8.391113E-02;5.505371E-02
7.648193E-13;4.501953E+00;-4.469238E-01;4.755371E-01;1.589111E-01;1.300537E-01
1.710693E-13;5.001953E+00;-3.844238E-01;4.380371E-01;1.776611E-01;1.863037E-01
